net,sta,chan,location,lat,lon,rate
OO,AXEC2,none,none,45.9397,-129.9738,
OO,HYS14,none,none,44.5691,-125.1479,
OO,HYSB1,none,none,44.5098,-125.4053,
CC,CPCO,none,none,43.72201,-121.23319,
CC,PR04,none,none,46.929773,-121.988592,
CC,SWF2,none,none,46.17835,-122.21677,
UW,GRUT,none,none,46.55122,-119.51028,
BK,HUMO,none,none,42.6071,-122.95669,
CC,ASBU,none,none,43.82056,-121.3684,
CC,CIHL,none,none,43.75097,-121.14862,
CC,CLBH,none,none,42.907746,-122.143492,
CC,JRO,none,none,46.2751,-122.217798,
CC,NORM,none,none,43.73896,-121.25268,
CC,PRLK,none,none,44.20975,-121.96264,
CC,SHRK,none,none,45.464317,-121.528767,
CC,SWNB,none,none,43.67274,-121.35535,
CC,TCBU,none,none,44.24083,-121.66438,
CC,TMBU,none,none,43.60189,-121.14451,
CC,WIFE,none,none,44.05966,-121.81746,
IU,COR,none,none,44.5855,-123.3046,
NP,2172,none,none,45.5124,-122.6836,
US,BMO,none,none,44.8525,-117.306,
US,WVOR,none,none,42.4339,-118.6367,
UW,BLOW,none,none,44.6837,-122.1862,
UW,FISH,none,none,45.9306,-123.5591,
UW,GMO,none,none,44.43896,-120.95734,
UW,HOG,none,none,42.24278,-121.70625,
UW,HSO,none,none,43.52568,-123.09118,
UW,IONE,none,none,45.49803,-119.82783,
UW,IRON,none,none,43.358,-118.4743,
UW,IZEE,none,none,44.082,-119.5042,
UW,KENT,none,none,45.2357,-120.6351,
UW,LCCR,none,none,45.2059,-122.4784,
UW,MORO,none,none,45.47431,-120.74183,
UW,MPO,none,none,44.50428,-123.553,
UW,PGO,none,none,45.46168,-122.4544,
UW,TREE,none,none,42.7258,-120.8934,
UW,UMAT,none,none,45.2904,-118.9595,
UW,VCR,none,none,44.98267,-120.98932,
UW,WPO,none,none,45.57283,-122.79053,
CC,OBSR,none,none,46.89972,-121.81533,
CC,PR01,none,none,46.910112,-122.037569,
CC,PR05,none,none,46.841723,-121.948863,
CC,STD,none,none,46.23749,-122.22421,
CC,VALT,none,none,46.21422,-122.18925,
NP,2194,none,none,47.214,-123.101,
NP,7030,none,none,47.4509,-122.3022,
NP,7040,none,none,47.8559,-122.5833,
NP,7042,none,none,45.611,-122.4963,
NP,7043,none,none,48.7196,-122.4978,
NP,7044,none,none,47.1362,-122.4822,
US,HAWA,none,none,46.3925,-119.5327,
US,NEW,none,none,48.2642,-117.1227,
US,NLWA,none,none,47.3917,-123.8691,
UW,DAVN,none,none,47.806,-118.2741,
UW,DDRF,none,none,46.4911,-119.0595,
UW,LEBA,none,none,46.5459,-123.5632,
UW,MRBL,none,none,48.5183,-121.4845,
UW,OMAK,none,none,48.3584,-119.3332,
UW,PASS,none,none,48.9983,-122.0852,
UW,PHIN,none,none,45.8951,-119.9278,
UW,STOR,none,none,47.1881,-121.9888,
UW,TUCA,none,none,46.5139,-118.1455,
UW,WOLL,none,none,47.0573,-118.921,
UW,YACT,none,none,45.9325,-122.4193,
UW,CPW,none,none,46.97365,-123.13759,
UW,GHW,none,none,47.04149,-122.27373,
UW,GLDO,none,none,45.83878,-120.81479,
UW,GMW,none,none,47.54773,-122.78759,
UW,H1K,none,none,46.64468,-119.59287,
UW,H2W,none,none,46.5517,-119.6453,
UW,H3A,none,none,46.3632,-119.2775,
UW,H4A,none,none,46.4377,-119.3557,
UW,HGBL,none,none,46.598009,-119.460817,
UW,HWIW,none,none,46.42917,-119.2896,
UW,MJ2,none,none,46.55736,-119.36013,
UW,OSD,none,none,47.81624,-123.70511,
UW,SQM,none,none,48.07368,-123.04806,
UW,STW,none,none,48.15067,-123.67106,
UO,ETON,none,none,43.64089,-123.58046,
UO,FALZ,none,none,44.86555,-123.42946,
UW,MDW,none,none,46.613,-119.7622,
UW,MOX,none,none,46.5772,-120.2993,
UO,HAGG,none,none,45.47679,-123.19747,
CI,MRS,none,none,35.42522,-116.88957,
NC,NS0001,none,none,37.99725,-122.61571,
NC,NS0066,none,none,37.34848,-121.53467,
NC,UG0016,none,none,39.13217,-123.46816,
NC,UG0017,none,none,39.2057,-123.301,
NC,UG0036,none,none,40.25675,-124.26598,
NC,UG0051,none,none,41.27872,-123.45315,
NC,UG0053,none,none,39.68631,-123.58242,
